repo,path,bucket,bytes,lines,tokens_4,tokens_35
pi,packages/coding-agent/examples/extensions/subagent/prompts/scout-and-plan.md,docs,496,9,124,142
pi,packages/coding-agent/examples/extensions/summarize.ts,source,5226,206,1306,1493
pi,packages/coding-agent/examples/extensions/system-prompt-header.ts,source,528,17,132,151
pi,packages/coding-agent/examples/extensions/tic-tac-toe.ts,source,35382,1008,8846,10109
pi,packages/coding-agent/examples/extensions/timed-confirm.ts,source,2238,70,560,639
pi,packages/coding-agent/examples/extensions/titlebar-spinner.ts,source,1619,58,399,456
pi,packages/coding-agent/examples/extensions/todo.ts,source,8848,297,2208,2523
pi,packages/coding-agent/examples/extensions/tool-override.ts,source,4821,144,1205,1377
pi,packages/coding-agent/examples/extensions/tools.ts,source,3869,146,967,1105
pi,packages/coding-agent/examples/extensions/trigger-compact.ts,source,1350,50,338,386
pi,packages/coding-agent/examples/extensions/truncated-tool.ts,source,6490,195,1622,1854
pi,packages/coding-agent/examples/extensions/widget-placement.ts,source,367,9,92,105
pi,packages/coding-agent/examples/extensions/with-deps/.gitignore,config,14,1,4,4
pi,packages/coding-agent/examples/extensions/with-deps/index.ts,source,1012,32,253,289
pi,packages/coding-agent/examples/extensions/with-deps/package-lock.json,config,894,31,224,255
pi,packages/coding-agent/examples/extensions/with-deps/package.json,config,396,22,99,113
pi,packages/coding-agent/examples/extensions/working-indicator.ts,source,3426,123,849,971
pi,packages/coding-agent/examples/extensions/working-message-test.ts,source,904,25,226,258
pi,packages/coding-agent/examples/rpc-extension-ui.ts,source,16682,632,4170,4766
pi,packages/coding-agent/examples/sdk/01-minimal.ts,source,689,26,172,197
pi,packages/coding-agent/examples/sdk/02-custom-model.ts,source,1534,53,384,438
pi,packages/coding-agent/examples/sdk/03-custom-prompt.ts,source,1923,75,481,549
pi,packages/coding-agent/examples/sdk/04-skills.ts,source,1452,55,363,415
pi,packages/coding-agent/examples/sdk/05-tools.ts,source,1611,48,403,460
pi,packages/coding-agent/examples/sdk/06-extensions.ts,source,2658,99,664,759
pi,packages/coding-agent/examples/sdk/07-context-files.ts,source,1175,47,294,336
pi,packages/coding-agent/examples/sdk/08-prompt-templates.ts,source,1374,51,344,393
pi,packages/coding-agent/examples/sdk/09-api-keys-and-oauth.ts,source,1848,52,462,528
pi,packages/coding-agent/examples/sdk/10-settings.ts,source,1705,53,426,487
pi,packages/coding-agent/examples/sdk/11-sessions.ts,source,1825,52,456,521
pi,packages/coding-agent/examples/sdk/12-full-control.ts,source,2088,77,522,597
pi,packages/coding-agent/examples/sdk/13-session-runtime.ts,source,1889,67,472,540
pi,packages/coding-agent/examples/sdk/README.md,docs,4880,144,1220,1394
pi,packages/coding-agent/npm-shrinkwrap.json,config,61679,1839,15420,17623
pi,packages/coding-agent/package.json,config,3459,97,865,988
pi,packages/coding-agent/scripts/migrate-sessions.sh,text-other,2241,93,560,640
pi,packages/coding-agent/src/bun/cli.ts,source,304,12,76,87
pi,packages/coding-agent/src/bun/register-bedrock.ts,source,196,4,49,56
pi,packages/coding-agent/src/bun/restore-sandbox-env.ts,source,1148,36,287,328
pi,packages/coding-agent/src/cli.ts,source,682,20,170,195
pi,packages/coding-agent/src/cli/args.ts,source,17292,390,4323,4941
pi,packages/coding-agent/src/cli/config-selector.ts,source,1396,53,349,399
pi,packages/coding-agent/src/cli/file-processor.ts,source,2953,99,738,844
pi,packages/coding-agent/src/cli/initial-message.ts,source,996,43,249,285
pi,packages/coding-agent/src/cli/list-models.ts,source,3407,111,852,973
pi,packages/coding-agent/src/cli/project-trust.ts,source,1761,62,440,503
pi,packages/coding-agent/src/cli/session-picker.ts,source,1404,52,351,401
pi,packages/coding-agent/src/cli/startup-ui.ts,source,5127,181,1282,1465
pi,packages/coding-agent/src/config.ts,source,18398,552,4599,5256
pi,packages/coding-agent/src/core/agent-session-runtime.ts,source,14456,433,3614,4130
pi,packages/coding-agent/src/core/agent-session-services.ts,source,7002,207,1750,2001
pi,packages/coding-agent/src/core/agent-session.ts,source,105727,3148,26432,30208
pi,packages/coding-agent/src/core/auth-guidance.ts,source,869,25,217,248
pi,packages/coding-agent/src/core/auth-storage.ts,source,14624,542,3656,4178
pi,packages/coding-agent/src/core/bash-executor.ts,source,4487,156,1122,1282
pi,packages/coding-agent/src/core/compaction/branch-summarization.ts,source,12048,371,3012,3442
pi,packages/coding-agent/src/core/compaction/compaction.ts,source,27263,888,6816,7789
pi,packages/coding-agent/src/core/compaction/index.ts,source,156,7,39,45
pi,packages/coding-agent/src/core/compaction/utils.ts,source,5757,170,1439,1645
pi,packages/coding-agent/src/core/defaults.ts,source,132,3,33,38
pi,packages/coding-agent/src/core/diagnostics.ts,source,452,15,113,129
pi,packages/coding-agent/src/core/event-bus.ts,source,795,33,199,227
pi,packages/coding-agent/src/core/exec.ts,source,2419,107,605,691
pi,packages/coding-agent/src/core/experimental.ts,source,107,3,27,31
pi,packages/coding-agent/src/core/export-html/ansi-to-html.ts,source,6697,258,1674,1913
pi,packages/coding-agent/src/core/export-html/index.ts,source,10968,316,2741,3133
pi,packages/coding-agent/src/core/export-html/template.css,text-other,22724,1066,5681,6493
pi,packages/coding-agent/src/core/export-html/template.html,text-other,2225,55,556,635
pi,packages/coding-agent/src/core/export-html/template.js,source,76742,1864,19178,21917
pi,packages/coding-agent/src/core/export-html/tool-renderer.ts,source,5483,172,1371,1567
pi,packages/coding-agent/src/core/export-html/vendor/highlight.min.js,vendor,121727,1213,30432,34779
pi,packages/coding-agent/src/core/export-html/vendor/marked.min.js,vendor,42882,78,10720,12252
pi,packages/coding-agent/src/core/extensions/index.ts,source,3853,178,963,1101
pi,packages/coding-agent/src/core/extensions/loader.ts,source,18738,605,4683,5352
pi,packages/coding-agent/src/core/extensions/runner.ts,source,34975,1135,8744,9993
pi,packages/coding-agent/src/core/extensions/types.ts,source,55552,1606,13888,15871
pi,packages/coding-agent/src/core/extensions/wrapper.ts,source,1238,30,310,354
pi,packages/coding-agent/src/core/footer-data-provider.ts,source,11632,388,2908,3323
pi,packages/coding-agent/src/core/http-dispatcher.ts,source,2371,73,593,677
pi,packages/coding-agent/src/core/index.ts,source,2211,78,553,632
pi,packages/coding-agent/src/core/keybindings.ts,source,11339,370,2835,3240
pi,packages/coding-agent/src/core/messages.ts,source,5180,195,1295,1480
pi,packages/coding-agent/src/core/model-registry.ts,source,34553,992,8638,9872
pi,packages/coding-agent/src/core/model-resolver.ts,source,23071,681,5767,6591
pi,packages/coding-agent/src/core/output-guard.ts,source,3079,108,770,880
pi,packages/coding-agent/src/core/package-manager.ts,source,80058,2588,20014,22874
pi,packages/coding-agent/src/core/project-trust.ts,source,2907,96,727,831
pi,packages/coding-agent/src/core/prompt-templates.ts,source,7927,284,1982,2265
pi,packages/coding-agent/src/core/provider-attribution.ts,source,2957,109,739,845
pi,packages/coding-agent/src/core/provider-display-names.ts,source,1156,35,289,330
pi,packages/coding-agent/src/core/resolve-config-value.ts,source,9339,287,2335,2668
pi,packages/coding-agent/src/core/resource-loader.ts,source,36530,1025,9132,10437
pi,packages/coding-agent/src/core/sdk.ts,source,14028,399,3507,4008
pi,packages/coding-agent/src/core/session-cwd.ts,source,1628,59,407,465
pi,packages/coding-agent/src/core/session-manager.ts,source,48076,1575,12018,13735
pi,packages/coding-agent/src/core/settings-manager.ts,source,37603,1195,9401,10744
pi,packages/coding-agent/src/core/skills.ts,source,13972,487,3493,3992
pi,packages/coding-agent/src/core/slash-commands.ts,source,2056,41,514,587
pi,packages/coding-agent/src/core/source-info.ts,source,852,40,213,243
pi,packages/coding-agent/src/core/system-prompt.ts,source,6225,173,1556,1779
pi,packages/coding-agent/src/core/telemetry.ts,source,515,13,129,147
pi,packages/coding-agent/src/core/timings.ts,source,841,31,210,240
pi,packages/coding-agent/src/core/tools/bash.ts,source,15727,453,3932,4493
pi,packages/coding-agent/src/core/tools/edit-diff.ts,source,18308,560,4575,5229
pi,packages/coding-agent/src/core/tools/edit.ts,source,15168,437,3792,4334
pi,packages/coding-agent/src/core/tools/file-mutation-queue.ts,source,1697,61,424,485
pi,packages/coding-agent/src/core/tools/find.ts,source,12961,367,3240,3703
pi,packages/coding-agent/src/core/tools/grep.ts,source,14142,385,3536,4041
pi,packages/coding-agent/src/core/tools/index.ts,source,5994,196,1498,1713
pi,packages/coding-agent/src/core/tools/ls.ts,source,7953,225,1988,2272
pi,packages/coding-agent/src/core/tools/output-accumulator.ts,source,6049,222,1512,1728
pi,packages/coding-agent/src/core/tools/path-utils.ts,source,3626,118,906,1035
pi,packages/coding-agent/src/core/tools/read.ts,source,15426,362,3856,4407
pi,packages/coding-agent/src/core/tools/render-utils.ts,source,2805,85,701,801
pi,packages/coding-agent/src/core/tools/tool-definition-wrapper.ts,source,1733,45,433,495
pi,packages/coding-agent/src/core/tools/truncate.ts,source,7693,276,1923,2198
pi,packages/coding-agent/src/core/tools/write.ts,source,9749,267,2437,2785
pi,packages/coding-agent/src/core/trust-manager.ts,source,6999,244,1750,2000
pi,packages/coding-agent/src/index.ts,source,9299,382,2325,2657
pi,packages/coding-agent/src/main.ts,source,29064,837,7266,8304
pi,packages/coding-agent/src/migrations.ts,source,9244,315,2310,2639
pi,packages/coding-agent/src/modes/index.ts,source,509,15,127,145
pi,packages/coding-agent/src/modes/interactive/assets/clankolas.png,asset,539053,0,0,0
pi,packages/coding-agent/src/modes/interactive/components/armin.ts,source,10986,382,2742,3133
pi,packages/coding-agent/src/modes/interactive/components/assistant-message.ts,source,4830,147,1208,1380
pi,packages/coding-agent/src/modes/interactive/components/bash-execution.ts,source,6870,220,1718,1963
pi,packages/coding-agent/src/modes/interactive/components/bordered-loader.ts,source,2023,68,506,578
pi,packages/coding-agent/src/modes/interactive/components/branch-summary-message.ts,source,1702,58,426,486
pi,packages/coding-agent/src/modes/interactive/components/compaction-summary-message.ts,source,1819,59,455,520
pi,packages/coding-agent/src/modes/interactive/components/config-selector.ts,source,19006,628,4751,5430
pi,packages/coding-agent/src/modes/interactive/components/countdown-timer.ts,source,983,39,246,281
pi,packages/coding-agent/src/modes/interactive/components/custom-editor.ts,source,2462,80,616,703
pi,packages/coding-agent/src/modes/interactive/components/custom-message.ts,source,2838,99,710,811
pi,packages/coding-agent/src/modes/interactive/components/daxnuts.ts,source,10253,164,2561,2927
pi,packages/coding-agent/src/modes/interactive/components/diff.ts,source,4612,147,1153,1318
pi,packages/coding-agent/src/modes/interactive/components/dynamic-border.ts,source,786,25,196,224
pi,packages/coding-agent/src/modes/interactive/components/earendil-announcement.ts,source,1618,53,404,462
pi,packages/coding-agent/src/modes/interactive/components/extension-editor.ts,source,4282,156,1070,1223
pi,packages/coding-agent/src/modes/interactive/components/extension-input.ts,source,2396,87,599,685
pi,packages/coding-agent/src/modes/interactive/components/extension-selector.ts,source,3369,112,841,961
pi,packages/coding-agent/src/modes/interactive/components/first-time-setup.ts,source,4845,145,1200,1371
pi,packages/coding-agent/src/modes/interactive/components/footer.ts,source,9442,246,2358,2694
pi,packages/coding-agent/src/modes/interactive/components/index.ts,source,2340,38,585,669
pi,packages/coding-agent/src/modes/interactive/components/keybinding-hints.ts,source,1541,48,385,440
pi,packages/coding-agent/src/modes/interactive/components/login-dialog.ts,source,7115,222,1779,2033
pi,packages/coding-agent/src/modes/interactive/components/model-selector.ts,source,11074,337,2767,3162
pi,packages/coding-agent/src/modes/interactive/components/oauth-selector.ts,source,6617,208,1649,1885
pi,packages/coding-agent/src/modes/interactive/components/scoped-models-selector.ts,source,11857,360,2962,3385
pi,packages/coding-agent/src/modes/interactive/components/session-selector-search.ts,source,5099,194,1275,1457
pi,packages/coding-agent/src/modes/interactive/components/session-selector.ts,source,32556,1017,8129,9291
pi,packages/coding-agent/src/modes/interactive/components/settings-selector.ts,source,25543,810,6386,7298
pi,packages/coding-agent/src/modes/interactive/components/show-images-selector.ts,source,1389,50,347,397
pi,packages/coding-agent/src/modes/interactive/components/skill-invocation-message.ts,source,1902,55,476,543
pi,packages/coding-agent/src/modes/interactive/components/theme-selector.ts,source,1723,67,431,492
pi,packages/coding-agent/src/modes/interactive/components/thinking-selector.ts,source,1934,74,484,553
pi,packages/coding-agent/src/modes/interactive/components/tool-execution.ts,source,11217,377,2804,3205
pi,packages/coding-agent/src/modes/interactive/components/tree-selector.ts,source,48111,1386,12008,13723
pi,packages/coding-agent/src/modes/interactive/components/trust-selector.ts,source,4352,134,1086,1241
pi,packages/coding-agent/src/modes/interactive/components/user-message-selector.ts,source,4960,155,1240,1417
pi,packages/coding-agent/src/modes/interactive/components/user-message.ts,source,1142,42,286,326
pi,packages/coding-agent/src/modes/interactive/components/visual-truncate.ts,source,1717,50,429,491
pi,packages/coding-agent/src/modes/interactive/interactive-mode.ts,source,193036,5731,48256,55150
pi,packages/coding-agent/src/modes/interactive/model-search.ts,source,729,21,182,208
pi,packages/coding-agent/src/modes/interactive/theme/dark.json,config,2065,86,516,590
pi,packages/coding-agent/src/modes/interactive/theme/light.json,config,2085,85,521,596
pi,packages/coding-agent/src/modes/interactive/theme/theme-controller.ts,source,4392,135,1098,1255
pi,packages/coding-agent/src/modes/interactive/theme/theme-schema.json,config,8769,336,2192,2505
pi,packages/coding-agent/src/modes/interactive/theme/theme.ts,source,37243,1261,9310,10640
pi,packages/coding-agent/src/modes/print-mode.ts,source,4666,159,1166,1333
pi,packages/coding-agent/src/modes/rpc/jsonl.ts,source,1503,58,376,429
pi,packages/coding-agent/src/modes/rpc/rpc-client.ts,source,16683,575,4171,4767
pi,packages/coding-agent/src/modes/rpc/rpc-mode.ts,source,22475,774,5619,6421
pi,packages/coding-agent/src/modes/rpc/rpc-types.ts,source,9411,264,2353,2689
pi,packages/coding-agent/src/package-manager-cli.ts,source,23259,756,5815,6645
pi,packages/coding-agent/src/utils/ansi.ts,source,2539,60,635,725
pi,packages/coding-agent/src/utils/changelog.ts,source,6080,196,1520,1737
pi,packages/coding-agent/src/utils/child-process.ts,source,4146,137,1036,1185
pi,packages/coding-agent/src/utils/clipboard-image.ts,source,7875,300,1969,2250
pi,packages/coding-agent/src/utils/clipboard-native.ts,source,1056,32,264,302
pi,packages/coding-agent/src/utils/clipboard.ts,source,3674,127,918,1050
pi,packages/coding-agent/src/utils/deprecation.ts,source,461,14,115,132
pi,packages/coding-agent/src/utils/exif-orientation.ts,source,5154,183,1288,1473
pi,packages/coding-agent/src/utils/frontmatter.ts,source,1155,39,289,330
pi,packages/coding-agent/src/utils/fs-watch.ts,source,573,30,143,164
pi,packages/coding-agent/src/utils/git.ts,source,6247,226,1562,1785
pi,packages/coding-agent/src/utils/highlight-js-lib-index.d.ts,source,440,19,110,126
pi,packages/coding-agent/src/utils/html.ts,source,1223,51,306,349
pi,packages/coding-agent/src/utils/image-convert.ts,source,1062,41,266,303
pi,packages/coding-agent/src/utils/image-resize-core.ts,source,4784,164,1196,1367
pi,packages/coding-agent/src/utils/image-resize-worker.ts,source,1315,42,329,376
pi,packages/coding-agent/src/utils/image-resize.ts,source,3898,123,974,1114
pi,packages/coding-agent/src/utils/json.ts,source,341,6,85,97
pi,packages/coding-agent/src/utils/mime.ts,source,2453,74,613,701
pi,packages/coding-agent/src/utils/open-browser.ts,source,933,24,233,267
pi,packages/coding-agent/src/utils/paths.ts,source,4040,118,1010,1154
pi,packages/coding-agent/src/utils/photon.ts,source,3659,139,915,1045
pi,packages/coding-agent/src/utils/pi-user-agent.ts,source,235,4,59,67
pi,packages/coding-agent/src/utils/shell.ts,source,6568,225,1642,1877
pi,packages/coding-agent/src/utils/sleep.ts,source,402,18,100,115
pi,packages/coding-agent/src/utils/syntax-highlight.ts,source,3654,146,914,1044
pi,packages/coding-agent/src/utils/tools-manager.ts,source,11671,369,2918,3335
pi,packages/coding-agent/src/utils/version-check.ts,source,2461,80,615,703
pi,packages/coding-agent/src/utils/windows-self-update.ts,source,2600,84,650,743
