session,strategy,turn,visible_tokens,cached_read_tokens,uncached_tokens,compaction_call,classifier_call,hidden_bytes,dollars
long_mixed_80,hybrid_sections_prompt_classifier,23,3676,1448,2228,0,0,343800,0.007118
long_mixed_80,hybrid_sections_prompt_classifier,24,3798,1470,2328,0,0,357800,0.007425
long_mixed_80,hybrid_sections_prompt_classifier,25,4023,1519,2504,0,0,381800,0.007968
long_mixed_80,hybrid_sections_prompt_classifier,26,4220,1609,2611,0,1,385600,0.008316
long_mixed_80,hybrid_sections_prompt_classifier,27,4342,1688,2654,0,0,399600,0.008468
long_mixed_80,hybrid_sections_prompt_classifier,28,4594,1736,2858,0,0,429600,0.009095
long_mixed_80,hybrid_sections_prompt_classifier,29,4650,1837,2813,0,0,432200,0.00899
long_mixed_80,hybrid_sections_prompt_classifier,30,4875,1860,3015,0,0,456200,0.009603
long_mixed_80,hybrid_sections_prompt_classifier,31,4931,1950,2981,0,0,458800,0.009528
long_mixed_80,hybrid_sections_prompt_classifier,32,5025,1972,3053,0,0,469200,0.009751
long_mixed_80,hybrid_sections_prompt_classifier,33,4885,1954,2931,0,0,489200,0.009379
long_mixed_80,hybrid_sections_prompt_classifier,34,4941,1954,2987,0,0,491800,0.009547
long_mixed_80,hybrid_sections_prompt_classifier,35,5193,1976,3217,0,0,521800,0.010244
long_mixed_80,hybrid_sections_prompt_classifier,36,5315,2077,3238,0,0,535800,0.010337
long_mixed_80,hybrid_sections_prompt_classifier,37,5371,2126,3245,0,0,538400,0.010373
long_mixed_80,hybrid_sections_prompt_classifier,38,5427,2148,3279,0,0,541000,0.010481
long_mixed_80,hybrid_sections_prompt_classifier,39,5765,2170,3595,0,1,556200,0.011436
long_mixed_80,hybrid_sections_prompt_classifier,40,5990,2306,3684,0,0,580200,0.011744
long_mixed_80,hybrid_sections_prompt_classifier,41,6046,2396,3650,0,0,582800,0.011669
long_mixed_80,hybrid_sections_prompt_classifier,42,6298,2418,3880,0,0,612800,0.012365
long_mixed_80,hybrid_sections_prompt_classifier,43,6354,2519,3835,0,0,615400,0.012261
long_mixed_80,hybrid_sections_prompt_classifier,44,6074,2429,3645,0,0,635400,0.011664
long_mixed_80,hybrid_sections_prompt_classifier,45,6299,2429,3870,0,0,659400,0.012339
long_mixed_80,hybrid_sections_prompt_classifier,46,6355,2519,3836,0,0,662000,0.012264
long_mixed_80,hybrid_sections_prompt_classifier,47,6411,2542,3869,0,0,664600,0.01237
long_mixed_80,hybrid_sections_prompt_classifier,48,6533,2564,3969,0,0,678600,0.012676
long_mixed_80,hybrid_sections_prompt_classifier,49,6785,2613,4172,0,0,708600,0.0133
long_mixed_80,hybrid_sections_prompt_classifier,50,7010,2714,4296,0,0,732600,0.013702
long_mixed_80,hybrid_sections_prompt_classifier,51,7132,2804,4328,0,0,746600,0.013825
long_mixed_80,hybrid_sections_prompt_classifier,52,7367,2852,4515,0,1,758200,0.014401
long_mixed_80,hybrid_sections_prompt_classifier,53,7423,2946,4477,0,0,760800,0.014315
long_mixed_80,hybrid_sections_prompt_classifier,54,7545,2969,4576,0,0,774800,0.014619
long_mixed_80,hybrid_sections_prompt_classifier,55,7405,2962,4443,0,0,794800,0.014218
long_mixed_80,hybrid_sections_prompt_classifier,56,7657,2962,4695,0,0,824800,0.014974
long_mixed_80,hybrid_sections_prompt_classifier,57,7779,3062,4717,0,0,838800,0.01507
long_mixed_80,hybrid_sections_prompt_classifier,58,7835,3111,4724,0,0,841400,0.015105
long_mixed_80,hybrid_sections_prompt_classifier,59,7891,3134,4757,0,0,844000,0.015211
long_mixed_80,hybrid_sections_prompt_classifier,60,8116,3156,4960,0,0,868000,0.015827
long_mixed_80,hybrid_sections_prompt_classifier,61,8172,3246,4926,0,0,870600,0.015752
long_mixed_80,hybrid_sections_prompt_classifier,62,8228,3268,4960,0,0,873200,0.01586
long_mixed_80,hybrid_sections_prompt_classifier,63,8480,3291,5189,0,0,903200,0.016554
long_mixed_80,hybrid_sections_prompt_classifier,64,8574,3392,5182,0,0,913600,0.016564
long_mixed_80,hybrid_sections_prompt_classifier,65,9015,3429,5586,0,1,938800,0.017787
long_mixed_80,hybrid_sections_prompt_classifier,66,8735,3494,5241,0,0,958800,0.016771
long_mixed_80,hybrid_sections_prompt_classifier,67,8791,3494,5297,0,0,961400,0.016939
long_mixed_80,hybrid_sections_prompt_classifier,68,8885,3516,5369,0,0,971800,0.017162
long_mixed_80,hybrid_sections_prompt_classifier,69,9007,3554,5453,0,0,985800,0.017425
long_mixed_80,hybrid_sections_prompt_classifier,70,9259,3602,5657,0,0,1015800,0.018052
long_mixed_80,hybrid_sections_prompt_classifier,71,9315,3703,5612,0,0,1018400,0.017947
long_mixed_80,hybrid_sections_prompt_classifier,72,9437,3726,5711,0,0,1032400,0.018251
long_mixed_80,hybrid_sections_prompt_classifier,73,9493,3774,5719,0,0,1035000,0.018289
long_mixed_80,hybrid_sections_prompt_classifier,74,9549,3797,5752,0,0,1037600,0.018395
long_mixed_80,hybrid_sections_prompt_classifier,75,9774,3819,5955,0,0,1061600,0.019011
long_mixed_80,hybrid_sections_prompt_classifier,76,9868,3909,5959,0,0,1072000,0.01905
long_mixed_80,hybrid_sections_prompt_classifier,77,10120,3947,6173,0,0,1102000,0.019703
long_mixed_80,hybrid_sections_prompt_classifier,78,10383,4048,6335,0,1,1117200,0.020219
long_mixed_80,hybrid_sections_prompt_classifier,79,10439,4153,6286,0,0,1119800,0.020104
long_mixed_80,hybrid_sections_prompt_classifier,80,10664,4175,6489,0,0,1143800,0.020719
